CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep,block
4850,LANGEBIO, ,AL/JL,HI73,UNISEM21A_631,x sib,HI73-234,x sib,14K,57,6,2,4
4851,LANGEBIO, ,AL/JL,HI93,UNISEM21A_858,x sib,HI93-217,x sib,14K,57,5,2,4
4852,LANGEBIO, ,AL/JL,HI79,UNISEM21A_169,x sib,HI79-165,x sib,14K,57,4,2,4
4853,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1006,x sib,HI93-007,x sib,14K,57,3,2,4
4854,LANGEBIO, ,AL/JL,HI79,UNISEM21A_357,x sib,HI79-348,x sib,14K,57,2,2,4
4855,LANGEBIO, ,AL/JL,HI93,UNISEM21A_960,x sib,HI93-316,x sib,14K,57,1,2,4
4856,LANGEBIO, ,AL/JL,HI73,UNISEM21A_611,x sib,HI73-216,x sib,14K,58,1,2,5
4857,LANGEBIO, ,AL/JL,HI79,UNISEM21A_272,x sib,HI79-264,x sib,14K,58,2,2,5
4858,LANGEBIO, ,AL/JL,HI73,UNISEM21A_414,x sib,HI73-032,x sib,14K,58,3,2,5
4859,LANGEBIO, ,AL/JL,HI73,UNISEM21A_641,x sib,HI73-244,x sib,14K,58,4,2,5
4860,LANGEBIO, ,AL/JL,HI79,UNISEM21A_205,x sib,HI79-201,x sib,14K,58,5,2,5
4861,LANGEBIO, ,AL/JL,HI79,UNISEM21A_76,x sib,HI79-073,x sib,14K,58,6,2,5
4862,LANGEBIO, ,AL/JL,HI93,UNISEM21A_911,x sib,HI93-267,x sib,14K,58,7,2,5
4863,LANGEBIO, ,AL/JL,HI93,UNISEM21A_926,x sib,HI93-282,x sib,14K,58,8,2,5
4864,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,58,9,2,5
4865,LANGEBIO, ,AL/JL,HI73,UNISEM21A_659,x sib,HI73-262,x sib,14K,58,10,2,5
4866,LANGEBIO, ,AL/JL,HI79,UNISEM21A_327,x sib,HI79-319,x sib,14K,58,11,2,5
4867,LANGEBIO, ,AL/JL,HI79,UNISEM21A_314,x sib,HI79-306,x sib,14K,58,12,2,5
4868,LANGEBIO, ,AL/JL,HI93,UNISEM21A_767,x sib,HI93-129,x sib,14K,58,13,2,5
4869,LANGEBIO, ,AL/JL,HI93,UNISEM21A_838,x sib,HI93-197,x sib,14K,58,14,2,5
4870,LANGEBIO, ,AL/JL,HI79,UNISEM21A_374,x sib,HI79-365,x sib,14K,58,15,2,5
4871,LANGEBIO, ,AL/JL,HI93,UNISEM21A_825,x sib,HI93-184,x sib,14K,59,15,2,6
4872,LANGEBIO, ,AL/JL,HI79,UNISEM21A_270,x sib,HI79-262,x sib,14K,59,14,2,6
4873,LANGEBIO, ,AL/JL,HI73,UNISEM21A_547,x sib,HI73-160,x sib,14K,59,13,2,6
4874,LANGEBIO, ,AL/JL,HI79,UNISEM21A_381,x sib,HI79-372,x sib,14K,59,12,2,6
4875,LANGEBIO, ,AL/JL,HI79,UNISEM21A_130,x sib,HI79-127,x sib,14K,59,11,2,6
4876,LANGEBIO, ,AL/JL,HI73,UNISEM21A_533,x sib,HI73-147,x sib,14K,59,10,2,6
4877,LANGEBIO, ,AL/JL,HI93,UNISEM21A_725,x sib,HI93-087,x sib,14K,59,9,2,6
4878,LANGEBIO, ,AL/JL,HI79,UNISEM21A_60,x sib,HI79-057,x sib,14K,59,8,2,6
4879,LANGEBIO, ,AL/JL,HI79,UNISEM21A_346,x sib,HI79-338,x sib,14K,59,7,2,6
4880,LANGEBIO, ,AL/JL,HI93,UNISEM21A_887,x sib,HI93-245,x sib,14K,59,6,2,6
4881,LANGEBIO, ,AL/JL,HI73,UNISEM21A_662,x sib,HI73-265,x sib,14K,59,5,2,6
4882,LANGEBIO, ,AL/JL,HI93,UNISEM21A_874,x sib,HI93-233,x sib,14K,59,4,2,6
4883,LANGEBIO, ,AL/JL,HI73,UNISEM21A_427,x sib,HI73-045,x sib,14K,59,3,2,6
4884,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,59,2,2,6
4885,LANGEBIO, ,AL/JL,HI79,UNISEM21A_277,x sib,HI79-269,x sib,14K,59,1,2,6
4886,LANGEBIO, ,AL/JL,HI73,UNISEM21A_524,x sib,HI73-138,x sib,14K,60,1,2,7
4887,LANGEBIO, ,AL/JL,HI79,UNISEM21A_267,x sib,HI79-259,x sib,14K,60,2,2,7
4888,LANGEBIO, ,AL/JL,HI79,UNISEM21A_52,x sib,HI79-049,x sib,14K,60,3,2,7
4889,LANGEBIO, ,AL/JL,HI73,UNISEM21A_603,x sib,HI73-210,x sib,14K,60,4,2,7
4890,LANGEBIO, ,AL/JL,HI93,UNISEM21A_897,x sib,HI93-253,x sib,14K,60,5,2,7
4891,LANGEBIO, ,AL/JL,HI79,UNISEM21A_379,x sib,HI79-370,x sib,14K,60,6,2,7
4892,LANGEBIO, ,AL/JL,HI79,UNISEM21A_345,x sib,HI79-337,x sib,14K,60,7,2,7
4893,LANGEBIO, ,AL/JL,HI73,UNISEM21A_596,x sib,HI73-203,x sib,14K,60,8,2,7
4894,LANGEBIO, ,AL/JL,HI93,UNISEM21A_682,x sib,HI93-045,x sib,14K,60,9,2,7
4895,LANGEBIO, ,AL/JL,HI93,UNISEM21A_845,x sib,HI93-204,x sib,14K,60,10,2,7
4896,LANGEBIO, ,AL/JL,HI79,UNISEM21A_299,x sib,HI79-291,x sib,14K,60,11,2,7
4897,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1013,x sib,HI93-014,x sib,14K,60,12,2,7
4898,LANGEBIO, ,AL/JL,HI79,UNISEM21A_37,x sib,HI79-034,x sib,14K,60,13,2,7
4899,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,60,14,2,7
4900,LANGEBIO, ,AL/JL,HI73,UNISEM21A_573,x sib,HI73-183,x sib,14K,60,15,2,7
4901,LANGEBIO, ,AL/JL,HI73,UNISEM21A_467,x sib,HI73-085,x sib,14K,61,15,2,8
4902,LANGEBIO, ,AL/JL,HI73,UNISEM21A_646,x sib,HI73-249,x sib,14K,61,14,2,8
4903,LANGEBIO, ,AL/JL,HI79,UNISEM21A_175,x sib,HI79-171,x sib,14K,61,13,2,8
4904,LANGEBIO, ,AL/JL,HI79,UNISEM21A_9,x sib,HI79-009,x sib,14K,61,12,2,8
4905,LANGEBIO, ,AL/JL,HI79,UNISEM21A_65,x sib,HI79-062,x sib,14K,61,11,2,8
4906,LANGEBIO, ,AL/JL,HI93,UNISEM21A_862,x sib,HI93-221,x sib,14K,61,10,2,8
4907,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,61,9,2,8
4908,LANGEBIO, ,AL/JL,HI93,UNISEM21A_685,x sib,HI93-048,x sib,14K,61,8,2,8
4909,LANGEBIO, ,AL/JL,HI79,UNISEM21A_38,x sib,HI79-035,x sib,14K,61,7,2,8
4910,LANGEBIO, ,AL/JL,HI79,UNISEM21A_330,x sib,HI79-322,x sib,14K,61,6,2,8
4911,LANGEBIO, ,AL/JL,HI79,UNISEM21A_53,x sib,HI79-050,x sib,14K,61,5,2,8
4912,LANGEBIO, ,AL/JL,HI93,UNISEM21A_930,x sib,HI93-286,x sib,14K,61,4,2,8
4913,LANGEBIO, ,AL/JL,HI73,UNISEM21A_440,x sib,HI73-058,x sib,14K,61,3,2,8
4914,LANGEBIO, ,AL/JL,HI73,UNISEM21A_384,x sib,HI73-002,x sib,14K,61,2,2,8
4915,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1030,x sib,HI93-030,x sib,14K,61,1,2,8
4916,LANGEBIO, ,AL/JL,HI79,UNISEM21A_291,x sib,HI79-283,x sib,14K,62,1,2,9
4917,LANGEBIO, ,AL/JL,HI73,UNISEM21A_529,x sib,HI73-143,x sib,14K,62,2,2,9
4918,LANGEBIO, ,AL/JL,HI93,UNISEM21A_815,x sib,HI93-174,x sib,14K,62,3,2,9
4919,LANGEBIO, ,AL/JL,HI73,UNISEM21A_540,x sib,HI73-153,x sib,14K,62,4,2,9
4920,LANGEBIO, ,AL/JL,HI73,UNISEM21A_481,x sib,HI73-098,x sib,14K,62,5,2,9
4921,LANGEBIO, ,AL/JL,HI93,UNISEM21A_925,x sib,HI93-281,x sib,14K,62,6,2,9
4922,LANGEBIO, ,AL/JL,HI79,UNISEM21A_202,x sib,HI79-198,x sib,14K,62,7,2,9
4923,LANGEBIO, ,AL/JL,HI79,UNISEM21A_102,x sib,HI79-099,x sib,14K,62,8,2,9
4924,LANGEBIO, ,AL/JL,HI73,UNISEM21A_657,x sib,HI73-260,x sib,14K,62,9,2,9
4925,LANGEBIO, ,AL/JL,HI79,UNISEM21A_242,x sib,HI79-235,x sib,14K,62,10,2,9
4926,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,62,11,2,9
4927,LANGEBIO, ,AL/JL,HI79,UNISEM21A_260,x sib,HI79-252,x sib,14K,62,12,2,9
4928,LANGEBIO, ,AL/JL,HI93,UNISEM21A_809,x sib,HI93-168,x sib,14K,62,13,2,9
4929,LANGEBIO, ,AL/JL,HI93,UNISEM21A_753,x sib,HI93-115,x sib,14K,62,14,2,9
4930,LANGEBIO, ,AL/JL,HI79,UNISEM21A_140,x sib,HI79-136,x sib,14K,62,15,2,9
4931,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1023,x sib,HI93-023,x sib,14K,63,15,2,10
4932,LANGEBIO, ,AL/JL,HI79,UNISEM21A_285,x sib,HI79-277,x sib,14K,63,14,2,10
4933,LANGEBIO, ,AL/JL,HI73,UNISEM21A_398,x sib,HI73-016,x sib,14K,63,13,2,10
4934,LANGEBIO, ,AL/JL,HI73,UNISEM21A_388,x sib,HI73-006,x sib,14K,63,12,2,10
4935,LANGEBIO, ,AL/JL,HI93,UNISEM21A_788,x sib,HI93-150,x sib,14K,63,11,2,10
4936,LANGEBIO, ,AL/JL,HI79,UNISEM21A_222,x sib,HI79-217,x sib,14K,63,10,2,10
4937,LANGEBIO, ,AL/JL,HI79,UNISEM21A_158,x sib,HI79-154,x sib,14K,63,9,2,10
4938,LANGEBIO, ,AL/JL,HI93,UNISEM21A_953,x sib,HI93-309,x sib,14K,63,8,2,10
4939,LANGEBIO, ,AL/JL,HI73,UNISEM21A_491,x sib,HI73-108,x sib,14K,63,7,2,10
4940,LANGEBIO, ,AL/JL,HI93,UNISEM21A_844,x sib,HI93-203,x sib,14K,63,6,2,10
4941,LANGEBIO, ,AL/JL,HI73,UNISEM21A_393,x sib,HI73-011,x sib,14K,63,5,2,10
4942,LANGEBIO, ,AL/JL,HI79,UNISEM21A_48,x sib,HI79-045,x sib,14K,63,4,2,10
4943,LANGEBIO, ,AL/JL,HI79,UNISEM21A_309,x sib,HI79-301,x sib,14K,63,3,2,10
4944,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,63,2,2,10
4945,LANGEBIO, ,AL/JL,HI79,UNISEM21A_325,x sib,HI79-317,x sib,14K,63,1,2,10
4946,LANGEBIO, ,AL/JL,HI73,UNISEM21A_510,x sib,HI73-126,x sib,14K,64,1,2,11
4947,LANGEBIO, ,AL/JL,HI79,UNISEM21A_296,x sib,HI79-288,x sib,14K,64,2,2,11
4948,LANGEBIO, ,AL/JL,HI93,UNISEM21A_814,x sib,HI93-173,x sib,14K,64,3,2,11
4949,LANGEBIO, ,AL/JL,HI79,UNISEM21A_29,x sib,HI79-026,x sib,14K,64,4,2,11
4950,LANGEBIO, ,AL/JL,HI79,UNISEM21A_240,x sib,HI79-233,x sib,14K,64,5,2,11
4951,LANGEBIO, ,AL/JL,HI79,UNISEM21A_319,x sib,HI79-311,x sib,14K,64,6,2,11
4952,LANGEBIO, ,AL/JL,HI93,UNISEM21A_756,x sib,HI93-118,x sib,14K,64,7,2,11
4953,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,64,8,2,11
4954,LANGEBIO, ,AL/JL,HI93,UNISEM21A_959,x sib,HI93-315,x sib,14K,64,9,2,11
4955,LANGEBIO, ,AL/JL,HI73,UNISEM21A_499,x sib,HI73-116,x sib,14K,64,10,2,11
4956,LANGEBIO, ,AL/JL,HI73,UNISEM21A_617,x sib,HI73-221,x sib,14K,64,11,2,11
4957,LANGEBIO, ,AL/JL,HI93,UNISEM21A_909,x sib,HI93-265,x sib,14K,64,12,2,11
4958,LANGEBIO, ,AL/JL,HI79,UNISEM21A_378,x sib,HI79-369,x sib,14K,64,13,2,11
4959,LANGEBIO, ,AL/JL,HI73,UNISEM21A_406,x sib,HI73-024,x sib,14K,64,14,2,11
4960,LANGEBIO, ,AL/JL,HI79,UNISEM21A_81,x sib,HI79-078,x sib,14K,64,15,2,11
4961,LANGEBIO, ,AL/JL,HI93,UNISEM21A_869,x sib,HI93-228,x sib,14K,65,15,2,12
4962,LANGEBIO, ,AL/JL,HI93,UNISEM21A_723,x sib,HI93-085,x sib,14K,65,14,2,12
4963,LANGEBIO, ,AL/JL,HI93,UNISEM21A_681,x sib,HI93-044,x sib,14K,65,13,2,12
4964,LANGEBIO, ,AL/JL,HI79,UNISEM21A_145,x sib,HI79-141,x sib,14K,65,12,2,12
4965,LANGEBIO, ,AL/JL,HI73,UNISEM21A_645,x sib,HI73-248,x sib,14K,65,11,2,12
4966,LANGEBIO, ,AL/JL,HI73,UNISEM21A_447,x sib,HI73-065,x sib,14K,65,10,2,12
4967,LANGEBIO, ,AL/JL,HI79,UNISEM21A_376,x sib,HI79-367,x sib,14K,65,9,2,12
4968,LANGEBIO, ,AL/JL,HI73,UNISEM21A_522,x sib,HI73-137,x sib,14K,65,8,2,12
4969,LANGEBIO, ,AL/JL,HI79,UNISEM21A_329,x sib,HI79-321,x sib,14K,65,7,2,12
4970,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,65,6,2,12
4971,LANGEBIO, ,AL/JL,HI79,UNISEM21A_266,x sib,HI79-258,x sib,14K,65,5,2,12
4972,LANGEBIO, ,AL/JL,HI79,UNISEM21A_261,x sib,HI79-253,x sib,14K,65,4,2,12
4973,LANGEBIO, ,AL/JL,HI93,UNISEM21A_739,x sib,HI93-101,x sib,14K,65,3,2,12
4974,LANGEBIO, ,AL/JL,HI73,UNISEM21A_468,x sib,HI73-086,x sib,14K,65,2,2,12
4975,LANGEBIO, ,AL/JL,HI79,UNISEM21A_118,x sib,HI79-115,x sib,14K,65,1,2,12
4976,LANGEBIO, ,AL/JL,HI79,UNISEM21A_183,x sib,HI79-179,x sib,14K,66,1,2,13
4977,LANGEBIO, ,AL/JL,HI93,UNISEM21A_995,x sib,HI93-349,x sib,14K,66,2,2,13
4978,LANGEBIO, ,AL/JL,HI79,UNISEM21A_351,x sib,HI79-342,x sib,14K,66,3,2,13
4979,LANGEBIO, ,AL/JL,HI79,UNISEM21A_236,x sib,HI79-229,x sib,14K,66,4,2,13
4980,LANGEBIO, ,AL/JL,HI73,UNISEM21A_445,x sib,HI73-063,x sib,14K,66,5,2,13
4981,LANGEBIO, ,AL/JL,HI73,UNISEM21A_599,x sib,HI73-206,x sib,14K,66,6,2,13
4982,LANGEBIO, ,AL/JL,HI79,UNISEM21A_112,x sib,HI79-109,x sib,14K,66,7,2,13
4983,LANGEBIO, ,AL/JL,HI79,UNISEM21A_359,x sib,HI79-350,x sib,14K,66,8,2,13
4984,LANGEBIO, ,AL/JL,HI79,UNISEM21A_138,x sib,HI79-135,x sib,14K,66,9,2,13
4985,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,66,10,2,13
4986,LANGEBIO, ,AL/JL,HI73,UNISEM21A_417,x sib,HI73-035,x sib,14K,66,11,2,13
4987,LANGEBIO, ,AL/JL,HI93,UNISEM21A_923,x sib,HI93-279,x sib,14K,66,12,2,13
4988,LANGEBIO, ,AL/JL,HI93,UNISEM21A_880,x sib,HI93-239,x sib,14K,66,13,2,13
4989,LANGEBIO, ,AL/JL,HI73,UNISEM21A_518,x sib,HI73-133,x sib,14K,66,14,2,13
4990,LANGEBIO, ,AL/JL,HI93,UNISEM21A_695,x sib,HI93-058,x sib,14K,66,15,2,13
4991,LANGEBIO, ,AL/JL,HI73,UNISEM21A_507,x sib,HI73-123,x sib,14K,67,15,2,14
4992,LANGEBIO, ,AL/JL,HI79,UNISEM21A_3,x sib,HI79-003,x sib,14K,67,14,2,14
4993,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1035,x sib,HI93-035,x sib,14K,67,13,2,14
4994,LANGEBIO, ,AL/JL,HI73,UNISEM21A_605,x sib,HI73-212,x sib,14K,67,12,2,14
4995,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1036,x sib,HI93-036,x sib,14K,67,11,2,14
4996,LANGEBIO, ,AL/JL,HI73,UNISEM21A_392,x sib,HI73-010,x sib,14K,67,10,2,14
4997,LANGEBIO, ,AL/JL,HI73,UNISEM21A_609,x sib,HI73-214,x sib,14K,67,9,2,14
4998,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,67,8,2,14
4999,LANGEBIO, ,AL/JL,HI93,UNISEM21A_724,x sib,HI93-086,x sib,14K,67,7,2,14
5000,LANGEBIO, ,AL/JL,HI79,UNISEM21A_227,x sib,HI79-221,x sib,14K,67,6,2,14
5001,LANGEBIO, ,AL/JL,HI79,UNISEM21A_373,x sib,HI79-364,x sib,14K,67,5,2,14
5002,LANGEBIO, ,AL/JL,HI79,UNISEM21A_193,x sib,HI79-189,x sib,14K,67,4,2,14
5003,LANGEBIO, ,AL/JL,HI79,UNISEM21A_246,x sib,HI79-239,x sib,14K,67,3,2,14
5004,LANGEBIO, ,AL/JL,HI93,UNISEM21A_711,x sib,HI93-074,x sib,14K,67,2,2,14
5005,LANGEBIO, ,AL/JL,HI79,UNISEM21A_32,x sib,HI79-029,x sib,14K,67,1,2,14
5006,LANGEBIO, ,AL/JL,HI79,UNISEM21A_218,x sib,HI79-214,x sib,14K,68,1,2,15
5007,LANGEBIO, ,AL/JL,HI79,UNISEM21A_80,x sib,HI79-077,x sib,14K,68,2,2,15
5008,LANGEBIO, ,AL/JL,HI79,UNISEM21A_234,x sib,HI79-227,x sib,14K,68,3,2,15
5009,LANGEBIO, ,AL/JL,HI79,UNISEM21A_36,x sib,HI79-033,x sib,14K,68,4,2,15
5010,LANGEBIO, ,AL/JL,HI79,UNISEM21A_90,x sib,HI79-087,x sib,14K,68,5,2,15
5011,LANGEBIO, ,AL/JL,HI73,UNISEM21A_404,x sib,HI73-022,x sib,14K,68,6,2,15
5012,LANGEBIO, ,AL/JL,HI73,UNISEM21A_420,x sib,HI73-038,x sib,14K,68,7,2,15
5013,LANGEBIO, ,AL/JL,HI93,UNISEM21A_976,x sib,HI93-331,x sib,14K,68,8,2,15
5014,LANGEBIO, ,AL/JL,HI93,UNISEM21A_829,x sib,HI93-188,x sib,14K,68,9,2,15
5015,LANGEBIO, ,AL/JL,HI79,UNISEM21A_186,x sib,HI79-182,x sib,14K,68,10,2,15
5016,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,68,11,2,15
5017,LANGEBIO, ,AL/JL,HI93,UNISEM21A_745,x sib,HI93-107,x sib,14K,68,12,2,15
5018,LANGEBIO, ,AL/JL,HI73,UNISEM21A_431,x sib,HI73-049,x sib,14K,68,13,2,15
5019,LANGEBIO, ,AL/JL,HI73,UNISEM21A_541,x sib,HI73-154,x sib,14K,68,14,2,15
5020,LANGEBIO, ,AL/JL,HI93,UNISEM21A_830,x sib,HI93-189,x sib,14K,68,15,2,15
5021,LANGEBIO, ,AL/JL,HI79,UNISEM21A_135,x sib,HI79-132,x sib,14K,69,15,2,16
5022,LANGEBIO, ,AL/JL,HI73,UNISEM21A_638,x sib,HI73-241,x sib,14K,69,14,2,16
5023,LANGEBIO, ,AL/JL,HI79,UNISEM21A_344,x sib,HI79-336,x sib,14K,69,13,2,16
5024,LANGEBIO, ,AL/JL,HI79,UNISEM21A_226,x sib,HI79-220,x sib,14K,69,12,2,16
5025,LANGEBIO, ,AL/JL,HI79,UNISEM21A_380,x sib,HI79-371,x sib,14K,69,11,2,16
5026,LANGEBIO, ,AL/JL,HI79,UNISEM21A_88,x sib,HI79-085,x sib,14K,69,10,2,16
5027,LANGEBIO, ,AL/JL,HI93,UNISEM21A_704,x sib,HI93-067,x sib,14K,69,9,2,16
5028,LANGEBIO, ,AL/JL,HI79,UNISEM21A_150,x sib,HI79-146,x sib,14K,69,8,2,16
5029,LANGEBIO, ,AL/JL,HI93,UNISEM21A_805,x sib,HI93-164,x sib,14K,69,7,2,16
5030,LANGEBIO, ,AL/JL,HI73,UNISEM21A_614,x sib,HI73-218,x sib,14K,69,6,2,16
5031,LANGEBIO, ,AL/JL,HI93,UNISEM21A_932,x sib,HI93-288,x sib,14K,69,5,2,16
5032,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,69,4,2,16
5033,LANGEBIO, ,AL/JL,HI73,UNISEM21A_408,x sib,HI73-026,x sib,14K,69,3,2,16
5034,LANGEBIO, ,AL/JL,HI73,UNISEM21A_424,x sib,HI73-042,x sib,14K,69,2,2,16
5035,LANGEBIO, ,AL/JL,HI93,UNISEM21A_985,x sib,HI93-339,x sib,14K,69,1,2,16
5036,LANGEBIO, ,AL/JL,HI73,UNISEM21A_405,x sib,HI73-023,x sib,14K,70,1,2,17
5037,LANGEBIO, ,AL/JL,HI79,UNISEM21A_233,x sib,HI79-226,x sib,14K,70,2,2,17
5038,LANGEBIO, ,AL/JL,HI73,UNISEM21A_476,x sib,HI73-094,x sib,14K,70,3,2,17
5039,LANGEBIO, ,AL/JL,HI73,UNISEM21A_640,x sib,HI73-243,x sib,14K,70,4,2,17
5040,LANGEBIO, ,AL/JL,HI93,UNISEM21A_752,x sib,HI93-114,x sib,14K,70,5,2,17
5041,LANGEBIO, ,AL/JL,HI79,UNISEM21A_97,x sib,HI79-094,x sib,14K,70,6,2,17
5042,LANGEBIO, ,AL/JL,HI79,UNISEM21A_362,x sib,HI79-353,x sib,14K,70,7,2,17
5043,LANGEBIO, ,AL/JL,HI93,UNISEM21A_852,x sib,HI93-211,x sib,14K,70,8,2,17
5044,LANGEBIO, ,AL/JL,HI79,UNISEM21A_180,x sib,HI79-176,x sib,14K,70,9,2,17
5045,LANGEBIO, ,AL/JL,HI93,UNISEM21A_775,x sib,HI93-137,x sib,14K,70,10,2,17
5046,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,70,11,2,17
5047,LANGEBIO, ,AL/JL,HI73,UNISEM21A_628,x sib,HI73-231,x sib,14K,70,12,2,17
5048,LANGEBIO, ,AL/JL,HI93,UNISEM21A_762,x sib,HI93-124,x sib,14K,70,13,2,17
5049,LANGEBIO, ,AL/JL,HI79,UNISEM21A_125,x sib,HI79-122,x sib,14K,70,14,2,17
5050,LANGEBIO, ,AL/JL,HI79,UNISEM21A_328,x sib,HI79-320,x sib,14K,70,15,2,17
5051,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,71,15,2,18
5052,LANGEBIO, ,AL/JL,HI79,UNISEM21A_338,x sib,HI79-330,x sib,14K,71,14,2,18
5053,LANGEBIO, ,AL/JL,HI73,UNISEM21A_597,x sib,HI73-204,x sib,14K,71,13,2,18
5054,LANGEBIO, ,AL/JL,HI79,UNISEM21A_66,x sib,HI79-063,x sib,14K,71,12,2,18
5055,LANGEBIO, ,AL/JL,HI79,UNISEM21A_128,x sib,HI79-125,x sib,14K,71,11,2,18
5056,LANGEBIO, ,AL/JL,HI79,UNISEM21A_361,x sib,HI79-352,x sib,14K,71,10,2,18
5057,LANGEBIO, ,AL/JL,HI79,UNISEM21A_43,x sib,HI79-040,x sib,14K,71,9,2,18
5058,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1024,x sib,HI93-024,x sib,14K,71,8,2,18
5059,LANGEBIO, ,AL/JL,HI79,UNISEM21A_111,x sib,HI79-108,x sib,14K,71,7,2,18
5060,LANGEBIO, ,AL/JL,HI93,UNISEM21A_735,x sib,HI93-097,x sib,14K,71,6,2,18
5061,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1026,x sib,HI93-026,x sib,14K,71,5,2,18
5062,LANGEBIO, ,AL/JL,HI73,UNISEM21A_619,x sib,HI73-222,x sib,14K,71,4,2,18
5063,LANGEBIO, ,AL/JL,HI73,UNISEM21A_425,x sib,HI73-043,x sib,14K,71,3,2,18
5064,LANGEBIO, ,AL/JL,HI73,UNISEM21A_572,x sib,HI73-182,x sib,14K,71,2,2,18
5065,LANGEBIO, ,AL/JL,HI93,UNISEM21A_692,x sib,HI93-055,x sib,14K,71,1,2,18
5066,LANGEBIO, ,AL/JL,HI73,UNISEM21A_460,x sib,HI73-078,x sib,14K,72,1,2,19
5067,LANGEBIO, ,AL/JL,HI73,UNISEM21A_497,x sib,HI73-114,x sib,14K,72,2,2,19
5068,LANGEBIO, ,AL/JL,HI79,UNISEM21A_1,x sib,HI79-001,x sib,14K,72,3,2,19
5069,LANGEBIO, ,AL/JL,HI79,UNISEM21A_290,x sib,HI79-282,x sib,14K,72,4,2,19
5070,LANGEBIO, ,AL/JL,HI93,UNISEM21A_734,x sib,HI93-096,x sib,14K,72,5,2,19
5071,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,72,6,2,19
5072,LANGEBIO, ,AL/JL,HI93,UNISEM21A_679,x sib,HI93-042,x sib,14K,72,7,2,19
5073,LANGEBIO, ,AL/JL,HI79,UNISEM21A_198,x sib,HI79-194,x sib,14K,72,8,2,19
5074,LANGEBIO, ,AL/JL,HI79,UNISEM21A_122,x sib,HI79-119,x sib,14K,72,9,2,19
5075,LANGEBIO, ,AL/JL,HI73,UNISEM21A_484,x sib,HI73-101,x sib,14K,72,10,2,19
5076,LANGEBIO, ,AL/JL,HI79,UNISEM21A_61,x sib,HI79-058,x sib,14K,72,11,2,19
5077,LANGEBIO, ,AL/JL,HI79,UNISEM21A_25,x sib,HI79-022,x sib,14K,72,12,2,19
5078,LANGEBIO, ,AL/JL,HI93,UNISEM21A_935,x sib,HI93-291,x sib,14K,72,13,2,19
5079,LANGEBIO, ,AL/JL,HI93,UNISEM21A_950,x sib,HI93-306,x sib,14K,72,14,2,19
5080,LANGEBIO, ,AL/JL,HI73,UNISEM21A_624,x sib,HI73-227,x sib,14K,72,15,2,19
5081,LANGEBIO, ,AL/JL,HI79,UNISEM21A_93,x sib,HI79-090,x sib,14K,73,15,2,20
5082,LANGEBIO, ,AL/JL,HI73,UNISEM21A_627,x sib,HI73-230,x sib,14K,73,14,2,20
5083,LANGEBIO, ,AL/JL,HI73,UNISEM21A_671,x sib,HI73-273,x sib,14K,73,13,2,20
5084,LANGEBIO, ,AL/JL,HI93,UNISEM21A_940,x sib,HI93-296,x sib,14K,73,12,2,20
5085,LANGEBIO, ,AL/JL,HI93,UNISEM21A_956,x sib,HI93-312,x sib,14K,73,11,2,20
5086,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,73,10,2,20
5087,LANGEBIO, ,AL/JL,HI79,UNISEM21A_14,x sib,HI79-012,x sib,14K,73,9,2,20
5088,LANGEBIO, ,AL/JL,HI73,UNISEM21A_574,x sib,HI73-184,x sib,14K,73,8,2,20
5089,LANGEBIO, ,AL/JL,HI93,UNISEM21A_808,x sib,HI93-167,x sib,14K,73,7,2,20
5090,LANGEBIO, ,AL/JL,HI79,UNISEM21A_312,x sib,HI79-304,x sib,14K,73,6,2,20
