CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep,block
5573,LANGEBIO, ,AL/JL,HI79,UNISEM21A_368,x sib,HI79-359,x sib,14K,105,3,2,52
5574,LANGEBIO, ,AL/JL,HI73,UNISEM21A_543,x sib,HI73-156,x sib,14K,105,2,2,52
5575,LANGEBIO, ,AL/JL,HI73,UNISEM21A_421,x sib,HI73-039,x sib,14K,105,1,2,52
5578,LANGEBIO, ,AL/JL,HI79,UNISEM21A_256,x sib,HI79-248,x sib,14K,106,1,2,53
5579,LANGEBIO, ,AL/JL,HI79,UNISEM21A_115,x sib,HI79-112,x sib,14K,106,2,2,53
5580,LANGEBIO, ,AL/JL,HI79,UNISEM21A_245,x sib,HI79-238,x sib,14K,106,3,2,53
5581,LANGEBIO, ,AL/JL,HI93,UNISEM21A_822,x sib,HI93-181,x sib,14K,106,4,2,53
5582,LANGEBIO, ,AL/JL,HI73,UNISEM21A_508,x sib,HI73-124,x sib,14K,106,5,2,53
5583,LANGEBIO, ,AL/JL,HI73,UNISEM21A_643,x sib,HI73-246,x sib,14K,106,6,2,53
5584,LANGEBIO, ,AL/JL,HI79,UNISEM21A_166,x sib,HI79-162,x sib,14K,106,7,2,53
5585,LANGEBIO, ,AL/JL,HERMES,HERMES,x sib,HERMES,x sib,14K,106,8,2,53
5586,LANGEBIO, ,AL/JL,HI79,UNISEM21A_178,x sib,HI79-174,x sib,14K,106,9,2,53
5587,LANGEBIO, ,AL/JL,HI79,UNISEM21A_86,x sib,HI79-083,x sib,14K,106,10,2,53
5588,LANGEBIO, ,AL/JL,HI93,UNISEM21A_800,x sib,HI93-160,x sib,14K,106,11,2,53
5589,LANGEBIO, ,AL/JL,HI93,UNISEM21A_855,x sib,HI93-214,x sib,14K,106,12,2,53
5590,LANGEBIO, ,AL/JL,HI73,UNISEM21A_413,x sib,HI73-031,x sib,14K,106,13,2,53
