CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep
2001,LANGEBIO, ,AL/JL,HI79,UNISEM21A_309,x sib,HI79-301,x sib,14K,1,1,2
2002,LANGEBIO, ,AL/JL,HI93,UNISEM21A_855,x sib,HI93-214,x sib,14K,1,2,2
2003,LANGEBIO, ,AL/JL,HI79,UNISEM21A_251,x sib,HI79-243,x sib,14K,1,3,1
2004,LANGEBIO, ,AL/JL,HI79,UNISEM21A_238,x sib,HI79-231,x sib,14K,1,4,1
2005,LANGEBIO, ,AL/JL,HI93,UNISEM21A_734,x sib,HI93-096,x sib,14K,1,5,1
2006,LANGEBIO, ,AL/JL,HI79,UNISEM21A_89,x sib,HI79-086,x sib,14K,1,6,2
2007,LANGEBIO, ,AL/JL,HI79,UNISEM21A_87,x sib,HI79-084,x sib,14K,1,7,1
2008,LANGEBIO, ,AL/JL,HI93,UNISEM21A_918,x sib,HI93-274,x sib,14K,1,8,2
2009,LANGEBIO, ,AL/JL,HI93,UNISEM21A_815,x sib,HI93-174,x sib,14K,1,9,2
2010,LANGEBIO, ,AL/JL,HI73,UNISEM21A_420,x sib,HI73-038,x sib,14K,1,10,2
2011,LANGEBIO, ,AL/JL,HI79,UNISEM21A_261,x sib,HI79-253,x sib,14K,1,11,1
2012,LANGEBIO, ,AL/JL,HI93,UNISEM21A_962,x sib,HI93-318,x sib,14K,1,12,2
2013,LANGEBIO, ,AL/JL,HI73,UNISEM21A_669,x sib,HI73-271,x sib,14K,1,13,1
2014,LANGEBIO, ,AL/JL,HI79,UNISEM21A_352,x sib,HI79-343,x sib,14K,1,14,1
2015,LANGEBIO, ,AL/JL,HI79,UNISEM21A_277,x sib,HI79-269,x sib,14K,1,15,1
2016,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1036,x sib,HI93-036,x sib,14K,1,16,1
2017,LANGEBIO, ,AL/JL,HI73,UNISEM21A_524,x sib,HI73-138,x sib,14K,1,17,2
2018,LANGEBIO, ,AL/JL,HI73,UNISEM21A_480,x sib,HI73-097,x sib,14K,1,18,1
2019,LANGEBIO, ,AL/JL,HI73,UNISEM21A_458,x sib,HI73-076,x sib,14K,1,19,1
2020,LANGEBIO, ,AL/JL,HI93,UNISEM21A_902,x sib,HI93-258,x sib,14K,1,20,2
2021,LANGEBIO, ,AL/JL,HI73,UNISEM21A_643,x sib,HI73-246,x sib,14K,1,21,2
2022,LANGEBIO, ,AL/JL,HI93,UNISEM21A_838,x sib,HI93-197,x sib,14K,1,22,2
2023,LANGEBIO, ,AL/JL,HI79,UNISEM21A_220,x sib,HI79-216,x sib,14K,1,23,1
2024,LANGEBIO, ,AL/JL,HI93,UNISEM21A_713,x sib,HI93-076,x sib,14K,1,24,1
2025,LANGEBIO, ,AL/JL,HI73,UNISEM21A_554,x sib,HI73-167,x sib,14K,1,25,1
2026,LANGEBIO, ,AL/JL,HI93,UNISEM21A_766,x sib,HI93-128,x sib,14K,2,25,2
2027,LANGEBIO, ,AL/JL,HI79,UNISEM21A_111,x sib,HI79-108,x sib,14K,2,24,1
2028,LANGEBIO, ,AL/JL,HI73,UNISEM21A_598,x sib,HI73-205,x sib,14K,2,23,1
2029,LANGEBIO, ,AL/JL,HI73,UNISEM21A_521,x sib,HI73-136,x sib,14K,2,22,1
2030,LANGEBIO, ,AL/JL,HI79,UNISEM21A_162,x sib,HI79-158,x sib,14K,2,21,1
2031,LANGEBIO, ,AL/JL,HI79,UNISEM21A_119,x sib,HI79-116,x sib,14K,2,20,2
2032,LANGEBIO, ,AL/JL,HI73,UNISEM21A_503,x sib,HI73-119,x sib,14K,2,19,2
2033,LANGEBIO, ,AL/JL,HI79,UNISEM21A_304,x sib,HI79-296,x sib,14K,2,18,1
2034,LANGEBIO, ,AL/JL,HI93,UNISEM21A_872,x sib,HI93-231,x sib,14K,2,17,2
2035,LANGEBIO, ,AL/JL,HI73,UNISEM21A_639,x sib,HI73-242,x sib,14K,2,16,1
2036,LANGEBIO, ,AL/JL,HI73,UNISEM21A_626,x sib,HI73-229,x sib,14K,2,15,2
2037,LANGEBIO, ,AL/JL,HI79,UNISEM21A_368,x sib,HI79-359,x sib,14K,2,14,2
2038,LANGEBIO, ,AL/JL,HI73,UNISEM21A_549,x sib,HI73-162,x sib,14K,2,13,2
2039,LANGEBIO, ,AL/JL,HI79,UNISEM21A_188,x sib,HI79-184,x sib,14K,2,12,1
2040,LANGEBIO, ,AL/JL,HI73,UNISEM21A_384,x sib,HI73-002,x sib,14K,2,11,1
2041,LANGEBIO, ,AL/JL,HI93,UNISEM21A_918,x sib,HI93-274,x sib,14K,2,10,2
2042,LANGEBIO, ,AL/JL,HI93,UNISEM21A_831,x sib,HI93-190,x sib,14K,2,9,2
2043,LANGEBIO, ,AL/JL,HI79,UNISEM21A_110,x sib,HI79-107,x sib,14K,2,8,1
2044,LANGEBIO, ,AL/JL,HI79,UNISEM21A_253,x sib,HI79-245,x sib,14K,2,7,2
2045,LANGEBIO, ,AL/JL,HI73,UNISEM21A_452,x sib,HI73-070,x sib,14K,2,6,1
2046,LANGEBIO, ,AL/JL,HI79,UNISEM21A_371,x sib,HI79-362,x sib,14K,2,5,1
2047,LANGEBIO, ,AL/JL,HI79,UNISEM21A_143,x sib,HI79-139,x sib,14K,2,4,1
2048,LANGEBIO, ,AL/JL,HI79,UNISEM21A_222,x sib,HI79-217,x sib,14K,2,3,2
2049,LANGEBIO, ,AL/JL,HI93,UNISEM21A_747,x sib,HI93-109,x sib,14K,2,2,1
2050,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,2,1,50
2051,LANGEBIO, ,AL/JL,HI79,UNISEM21A_174,x sib,HI79-170,x sib,14K,3,1,1
2052,LANGEBIO, ,AL/JL,HI79,UNISEM21A_289,x sib,HI79-281,x sib,14K,3,2,1
2053,LANGEBIO, ,AL/JL,HI93,UNISEM21A_749,x sib,HI93-111,x sib,14K,3,3,1
2054,LANGEBIO, ,AL/JL,HI73,UNISEM21A_411,x sib,HI73-029,x sib,14K,3,4,2
2055,LANGEBIO, ,AL/JL,HI73,UNISEM21A_514,x sib,HI73-129,x sib,14K,3,5,2
2056,LANGEBIO, ,AL/JL,HI73,UNISEM21A_403,x sib,HI73-021,x sib,14K,3,6,2
2057,LANGEBIO, ,AL/JL,HI93,UNISEM21A_819,x sib,HI93-178,x sib,14K,3,7,2
2058,LANGEBIO, ,AL/JL,HI93,UNISEM21A_972,x sib,HI93-327,x sib,14K,3,8,2
2059,LANGEBIO, ,AL/JL,HI93,UNISEM21A_688,x sib,HI93-051,x sib,14K,3,9,1
2060,LANGEBIO, ,AL/JL,HI73,UNISEM21A_541,x sib,HI73-154,x sib,14K,3,10,1
2061,LANGEBIO, ,AL/JL,HI73,UNISEM21A_600,x sib,HI73-207,x sib,14K,3,11,1
2062,LANGEBIO, ,AL/JL,HI93,UNISEM21A_854,x sib,HI93-213,x sib,14K,3,12,1
2063,LANGEBIO, ,AL/JL,HI93,UNISEM21A_786,x sib,HI93-148,x sib,14K,3,13,1
2064,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,3,14,50
2065,LANGEBIO, ,AL/JL,HI73,UNISEM21A_519,x sib,HI73-134,x sib,14K,3,15,2
2066,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,3,16,50
2067,LANGEBIO, ,AL/JL,HI93,UNISEM21A_764,x sib,HI93-126,x sib,14K,3,17,2
2068,LANGEBIO, ,AL/JL,HI73,UNISEM21A_517,x sib,HI73-132,x sib,14K,3,18,2
2069,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1028,x sib,HI93-028,x sib,14K,3,19,2
2070,LANGEBIO, ,AL/JL,HI79,UNISEM21A_122,x sib,HI79-119,x sib,14K,3,20,2
2071,LANGEBIO, ,AL/JL,HI93,UNISEM21A_930,x sib,HI93-286,x sib,14K,3,21,2
2072,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,3,22,50
2073,LANGEBIO, ,AL/JL,HI79,UNISEM21A_168,x sib,HI79-164,x sib,14K,3,23,1
2074,LANGEBIO, ,AL/JL,HI79,UNISEM21A_336,x sib,HI79-328,x sib,14K,3,24,1
2075,LANGEBIO, ,AL/JL,HI79,UNISEM21A_280,x sib,HI79-272,x sib,14K,3,25,1
2076,LANGEBIO, ,AL/JL,HI79,UNISEM21A_369,x sib,HI79-360,x sib,14K,4,25,2
2077,LANGEBIO, ,AL/JL,HI73,UNISEM21A_433,x sib,HI73-051,x sib,14K,4,24,1
2078,LANGEBIO, ,AL/JL,HI73,UNISEM21A_531,x sib,HI73-145,x sib,14K,4,23,1
2079,LANGEBIO, ,AL/JL,HI79,UNISEM21A_214,x sib,HI79-210,x sib,14K,4,22,2
2080,LANGEBIO, ,AL/JL,HI79,UNISEM21A_71,x sib,HI79-068,x sib,14K,4,21,1
2081,LANGEBIO, ,AL/JL,HI79,UNISEM21A_213,x sib,HI79-209,x sib,14K,4,20,1
2082,LANGEBIO, ,AL/JL,HI73,UNISEM21A_560,x sib,HI73-173,x sib,14K,4,19,2
2083,LANGEBIO, ,AL/JL,HI73,UNISEM21A_448,x sib,HI73-066,x sib,14K,4,18,1
2084,LANGEBIO, ,AL/JL,HI79,UNISEM21A_326,x sib,HI79-318,x sib,14K,4,17,2
2085,LANGEBIO, ,AL/JL,HI93,UNISEM21A_820,x sib,HI93-179,x sib,14K,4,16,2
2086,LANGEBIO, ,AL/JL,HI79,UNISEM21A_53,x sib,HI79-050,x sib,14K,4,15,1
2087,LANGEBIO, ,AL/JL,HI73,UNISEM21A_402,x sib,HI73-020,x sib,14K,4,14,1
2088,LANGEBIO, ,AL/JL,HI73,UNISEM21A_501,x sib,HI73-117,x sib,14K,4,13,2
2089,LANGEBIO, ,AL/JL,HI73,UNISEM21A_547,x sib,HI73-160,x sib,14K,4,12,2
2090,LANGEBIO, ,AL/JL,HI93,UNISEM21A_737,x sib,HI93-099,x sib,14K,4,11,1
2091,LANGEBIO, ,AL/JL,HI79,UNISEM21A_331,x sib,HI79-323,x sib,14K,4,10,1
2092,LANGEBIO, ,AL/JL,HI93,UNISEM21A_975,x sib,HI93-330,x sib,14K,4,9,2
2093,LANGEBIO, ,AL/JL,HI73,UNISEM21A_405,x sib,HI73-023,x sib,14K,4,8,2
2094,LANGEBIO, ,AL/JL,HI79,UNISEM21A_30,x sib,HI79-027,x sib,14K,4,7,1
2095,LANGEBIO, ,AL/JL,HI79,UNISEM21A_234,x sib,HI79-227,x sib,14K,4,6,1
2096,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,4,5,50
2097,LANGEBIO, ,AL/JL,HI73,UNISEM21A_662,x sib,HI73-265,x sib,14K,4,4,1
2098,LANGEBIO, ,AL/JL,HI79,UNISEM21A_169,x sib,HI79-165,x sib,14K,4,3,2
2099,LANGEBIO, ,AL/JL,HI93,UNISEM21A_896,x sib,HI93-252,x sib,14K,4,2,1
2100,LANGEBIO, ,AL/JL,HI79,UNISEM21A_279,x sib,HI79-271,x sib,14K,4,1,1
2101,LANGEBIO, ,AL/JL,HI79,UNISEM21A_186,x sib,HI79-182,x sib,14K,5,1,2
2102,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1005,x sib,HI93-006,x sib,14K,5,2,2
2103,LANGEBIO, ,AL/JL,HI79,UNISEM21A_28,x sib,HI79-025,x sib,14K,5,3,2
2104,LANGEBIO, ,AL/JL,HI73,UNISEM21A_393,x sib,HI73-011,x sib,14K,5,4,2
2105,LANGEBIO, ,AL/JL,HI73,UNISEM21A_668,x sib,HI73-270,x sib,14K,5,5,2
2106,LANGEBIO, ,AL/JL,HI93,UNISEM21A_839,x sib,HI93-198,x sib,14K,5,6,1
2107,LANGEBIO, ,AL/JL,HI79,UNISEM21A_378,x sib,HI79-369,x sib,14K,5,7,1
2108,LANGEBIO, ,AL/JL,HI93,UNISEM21A_769,x sib,HI93-131,x sib,14K,5,8,2
2109,LANGEBIO, ,AL/JL,HI79,UNISEM21A_28,x sib,HI79-025,x sib,14K,5,9,2
2110,LANGEBIO, ,AL/JL,HI79,UNISEM21A_369,x sib,HI79-360,x sib,14K,5,10,2
2111,LANGEBIO, ,AL/JL,HI79,UNISEM21A_245,x sib,HI79-238,x sib,14K,5,11,1
2112,LANGEBIO, ,AL/JL,HI79,UNISEM21A_43,x sib,HI79-040,x sib,14K,5,12,1
2113,LANGEBIO, ,AL/JL,HI79,UNISEM21A_361,x sib,HI79-352,x sib,14K,5,13,1
2114,LANGEBIO, ,AL/JL,HI93,UNISEM21A_908,x sib,HI93-264,x sib,14K,5,14,1
2115,LANGEBIO, ,AL/JL,HI79,UNISEM21A_54,x sib,HI79-051,x sib,14K,5,15,1
2116,LANGEBIO, ,AL/JL,HI93,UNISEM21A_787,x sib,HI93-149,x sib,14K,5,16,1
2117,LANGEBIO, ,AL/JL,HI79,UNISEM21A_80,x sib,HI79-077,x sib,14K,5,17,1
2118,LANGEBIO, ,AL/JL,HI79,UNISEM21A_25,x sib,HI79-022,x sib,14K,5,18,2
2119,LANGEBIO, ,AL/JL,HI73,UNISEM21A_587,x sib,HI73-195,x sib,14K,5,19,2
2120,LANGEBIO, ,AL/JL,HI93,UNISEM21A_956,x sib,HI93-312,x sib,14K,5,20,2
2121,LANGEBIO, ,AL/JL,HI73,UNISEM21A_609,x sib,HI73-214,x sib,14K,5,21,2
2122,LANGEBIO, ,AL/JL,HI73,UNISEM21A_508,x sib,HI73-124,x sib,14K,5,22,2
2123,LANGEBIO, ,AL/JL,HI79,UNISEM21A_57,x sib,HI79-054,x sib,14K,5,23,1
2124,LANGEBIO, ,AL/JL,HI79,UNISEM21A_70,x sib,HI79-067,x sib,14K,5,24,1
2125,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1027,x sib,HI93-027,x sib,14K,5,25,2
2126,LANGEBIO, ,AL/JL,HI73,UNISEM21A_574,x sib,HI73-184,x sib,14K,6,25,1
2127,LANGEBIO, ,AL/JL,HI79,UNISEM21A_236,x sib,HI79-229,x sib,14K,6,24,2
2128,LANGEBIO, ,AL/JL,HI93,UNISEM21A_979,x sib,HI93-334,x sib,14K,6,23,2
2129,LANGEBIO, ,AL/JL,HI73,UNISEM21A_630,x sib,HI73-233,x sib,14K,6,22,1
2130,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,6,21,50
2131,LANGEBIO, ,AL/JL,HI79,UNISEM21A_206,x sib,HI79-202,x sib,14K,6,20,1
2132,LANGEBIO, ,AL/JL,HI79,UNISEM21A_230,x sib,HI79-223,x sib,14K,6,19,2
2133,LANGEBIO, ,AL/JL,HI93,UNISEM21A_928,x sib,HI93-284,x sib,14K,6,18,2
2134,LANGEBIO, ,AL/JL,HI93,UNISEM21A_728,x sib,HI93-090,x sib,14K,6,17,1
2135,LANGEBIO, ,AL/JL,HI79,UNISEM21A_102,x sib,HI79-099,x sib,14K,6,16,1
2136,LANGEBIO, ,AL/JL,HI93,UNISEM21A_765,x sib,HI93-127,x sib,14K,6,15,1
2137,LANGEBIO, ,AL/JL,HI73,UNISEM21A_395,x sib,HI73-013,x sib,14K,6,14,1
2138,LANGEBIO, ,AL/JL,HI73,UNISEM21A_407,x sib,HI73-025,x sib,14K,6,13,2
2139,LANGEBIO, ,AL/JL,HI79,UNISEM21A_334,x sib,HI79-326,x sib,14K,6,12,1
2140,LANGEBIO, ,AL/JL,HI73,UNISEM21A_445,x sib,HI73-063,x sib,14K,6,11,2
2141,LANGEBIO, ,AL/JL,HI79,UNISEM21A_239,x sib,HI79-232,x sib,14K,6,10,2
2142,LANGEBIO, ,AL/JL,HI79,UNISEM21A_130,x sib,HI79-127,x sib,14K,6,9,1
2143,LANGEBIO, ,AL/JL,HI93,UNISEM21A_858,x sib,HI93-217,x sib,14K,6,8,2
2144,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,6,7,50
2145,LANGEBIO, ,AL/JL,HI73,UNISEM21A_627,x sib,HI73-230,x sib,14K,6,6,1
2146,LANGEBIO, ,AL/JL,HI93,UNISEM21A_692,x sib,HI93-055,x sib,14K,6,5,1
2147,LANGEBIO, ,AL/JL,HI79,UNISEM21A_187,x sib,HI79-183,x sib,14K,6,4,1
2148,LANGEBIO, ,AL/JL,HI73,UNISEM21A_649,x sib,HI73-252,x sib,14K,6,3,1
2149,LANGEBIO, ,AL/JL,HI79,UNISEM21A_21,x sib,HI79-019,x sib,14K,6,2,2
2150,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1020,x sib,HI93-020,x sib,14K,6,1,1
2151,LANGEBIO, ,AL/JL,HI93,UNISEM21A_871,x sib,HI93-230,x sib,14K,7,1,1
2152,LANGEBIO, ,AL/JL,HI79,UNISEM21A_1,x sib,HI79-001,x sib,14K,7,2,1
2153,LANGEBIO, ,AL/JL,HI79,UNISEM21A_241,x sib,HI79-234,x sib,14K,7,3,1
2154,LANGEBIO, ,AL/JL,HI79,UNISEM21A_297,x sib,HI79-289,x sib,14K,7,4,1
2155,LANGEBIO, ,AL/JL,HI73,UNISEM21A_556,x sib,HI73-169,x sib,14K,7,5,1
2156,LANGEBIO, ,AL/JL,HI79,UNISEM21A_204,x sib,HI79-200,x sib,14K,7,6,1
2157,LANGEBIO, ,AL/JL,HI93,UNISEM21A_825,x sib,HI93-184,x sib,14K,7,7,1
2158,LANGEBIO, ,AL/JL,HI73,UNISEM21A_583,x sib,HI73-191,x sib,14K,7,8,2
2159,LANGEBIO, ,AL/JL,HI73,UNISEM21A_636,x sib,HI73-239,x sib,14K,7,9,1
2160,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,7,10,50
2161,LANGEBIO, ,AL/JL,HI79,UNISEM21A_218,x sib,HI79-214,x sib,14K,7,11,1
2162,LANGEBIO, ,AL/JL,HI79,UNISEM21A_8,x sib,HI79-008,x sib,14K,7,12,1
2163,LANGEBIO, ,AL/JL,HI93,UNISEM21A_830,x sib,HI93-189,x sib,14K,7,13,1
2164,LANGEBIO, ,AL/JL,HI93,UNISEM21A_950,x sib,HI93-306,x sib,14K,7,14,1
2165,LANGEBIO, ,AL/JL,HI73,UNISEM21A_489,x sib,HI73-106,x sib,14K,7,15,2
2166,LANGEBIO, ,AL/JL,HI79,UNISEM21A_346,x sib,HI79-338,x sib,14K,7,16,1
2167,LANGEBIO, ,AL/JL,HI73,UNISEM21A_476,x sib,HI73-094,x sib,14K,7,17,1
2168,LANGEBIO, ,AL/JL,HI79,UNISEM21A_90,x sib,HI79-087,x sib,14K,7,18,1
2169,LANGEBIO, ,AL/JL,HI79,UNISEM21A_287,x sib,HI79-279,x sib,14K,7,19,1
2170,LANGEBIO, ,AL/JL,HI93,UNISEM21A_756,x sib,HI93-118,x sib,14K,7,20,2
2171,LANGEBIO, ,AL/JL,HI79,UNISEM21A_142,x sib,HI79-138,x sib,14K,7,21,1
2172,LANGEBIO, ,AL/JL,HI93,UNISEM21A_955,x sib,HI93-311,x sib,14K,7,22,2
2173,LANGEBIO, ,AL/JL,HI93,UNISEM21A_716,x sib,HI93-078,x sib,14K,7,23,2
2174,LANGEBIO, ,AL/JL,HI73,UNISEM21A_426,x sib,HI73-044,x sib,14K,7,24,2
2175,LANGEBIO, ,AL/JL,HI79,UNISEM21A_157,x sib,HI79-153,x sib,14K,7,25,2
2176,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,8,25,50
2177,LANGEBIO, ,AL/JL,HI93,UNISEM21A_922,x sib,HI93-278,x sib,14K,8,24,1
2178,LANGEBIO, ,AL/JL,HI79,UNISEM21A_345,x sib,HI79-337,x sib,14K,8,23,1
2179,LANGEBIO, ,AL/JL,HI79,UNISEM21A_302,x sib,HI79-294,x sib,14K,8,22,1
2180,LANGEBIO, ,AL/JL,HI73,UNISEM21A_594,x sib,HI73-202,x sib,14K,8,21,2
2181,LANGEBIO, ,AL/JL,HI93,UNISEM21A_774,x sib,HI93-136,x sib,14K,8,20,2
2182,LANGEBIO, ,AL/JL,HI79,UNISEM21A_114,x sib,HI79-111,x sib,14K,8,19,1
2183,LANGEBIO, ,AL/JL,HI73,UNISEM21A_469,x sib,HI73-087,x sib,14K,8,18,2
2184,LANGEBIO, ,AL/JL,HI93,UNISEM21A_831,x sib,HI93-190,x sib,14K,8,17,2
2185,LANGEBIO, ,AL/JL,HI93,UNISEM21A_911,x sib,HI93-267,x sib,14K,8,16,2
2186,LANGEBIO, ,AL/JL,HI93,UNISEM21A_897,x sib,HI93-253,x sib,14K,8,15,2
2187,LANGEBIO, ,AL/JL,HI73,UNISEM21A_440,x sib,HI73-058,x sib,14K,8,14,2
2188,LANGEBIO, ,AL/JL,HI79,UNISEM21A_10,x sib,HI79-010,x sib,14K,8,13,2
2189,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,8,12,50
2190,LANGEBIO, ,AL/JL,HI79,UNISEM21A_15,x sib,HI79-013,x sib,14K,8,11,2
2191,LANGEBIO, ,AL/JL,HI79,UNISEM21A_50,x sib,HI79-047,x sib,14K,8,10,1
2192,LANGEBIO, ,AL/JL,HI79,UNISEM21A_78,x sib,HI79-075,x sib,14K,8,9,1
2193,LANGEBIO, ,AL/JL,HI93,UNISEM21A_796,x sib,HI93-157,x sib,14K,8,8,2
2194,LANGEBIO, ,AL/JL,HI73,UNISEM21A_590,x sib,HI73-198,x sib,14K,8,7,2
2195,LANGEBIO, ,AL/JL,HI79,UNISEM21A_303,x sib,HI79-295,x sib,14K,8,6,1
2196,LANGEBIO, ,AL/JL,HI79,UNISEM21A_179,x sib,HI79-175,x sib,14K,8,5,1
2197,LANGEBIO, ,AL/JL,HI79,UNISEM21A_217,x sib,HI79-213,x sib,14K,8,4,1
2198,LANGEBIO, ,AL/JL,HI93,UNISEM21A_914,x sib,HI93-270,x sib,14K,8,3,1
2199,LANGEBIO, ,AL/JL,HI93,UNISEM21A_725,x sib,HI93-087,x sib,14K,8,2,2
2200,LANGEBIO, ,AL/JL,HI79,UNISEM21A_49,x sib,HI79-046,x sib,14K,8,1,2
2201,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1005,x sib,HI93-006,x sib,14K,9,1,2
2202,LANGEBIO, ,AL/JL,HI79,UNISEM21A_119,x sib,HI79-116,x sib,14K,9,2,2
2203,LANGEBIO, ,AL/JL,HI79,UNISEM21A_75,x sib,HI79-072,x sib,14K,9,3,1
2204,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,9,4,50
2205,LANGEBIO, ,AL/JL,HI73,UNISEM21A_505,x sib,HI73-121,x sib,14K,9,5,2
2206,LANGEBIO, ,AL/JL,HI79,UNISEM21A_301,x sib,HI79-293,x sib,14K,9,6,1
2207,LANGEBIO, ,AL/JL,HI79,UNISEM21A_147,x sib,HI79-143,x sib,14K,9,7,1
2208,LANGEBIO, ,AL/JL,HI93,UNISEM21A_957,x sib,HI93-313,x sib,14K,9,8,1
2209,LANGEBIO, ,AL/JL,HI79,UNISEM21A_93,x sib,HI79-090,x sib,14K,9,9,1
2210,LANGEBIO, ,AL/JL,HI79,UNISEM21A_337,x sib,HI79-329,x sib,14K,9,10,2
2211,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1039,x sib,HI93-039,x sib,14K,9,11,2
2212,LANGEBIO, ,AL/JL,HI93,UNISEM21A_875,x sib,HI93-234,x sib,14K,9,12,1
2213,LANGEBIO, ,AL/JL,HI79,UNISEM21A_296,x sib,HI79-288,x sib,14K,9,13,1
2214,LANGEBIO, ,AL/JL,HI93,UNISEM21A_776,x sib,HI93-138,x sib,14K,9,14,1
2215,LANGEBIO, ,AL/JL,HI93,UNISEM21A_912,x sib,HI93-268,x sib,14K,9,15,1
2216,LANGEBIO, ,AL/JL,HI79,UNISEM21A_86,x sib,HI79-083,x sib,14K,9,16,2
2217,LANGEBIO, ,AL/JL,HI93,UNISEM21A_686,x sib,HI93-049,x sib,14K,9,17,2
2218,LANGEBIO, ,AL/JL,HI93,UNISEM21A_936,x sib,HI93-292,x sib,14K,9,18,1
2219,LANGEBIO, ,AL/JL,HI79,UNISEM21A_58,x sib,HI79-055,x sib,14K,9,19,1
2220,LANGEBIO, ,AL/JL,HI73,UNISEM21A_428,x sib,HI73-046,x sib,14K,9,20,2
2221,LANGEBIO, ,AL/JL,HI73,UNISEM21A_624,x sib,HI73-227,x sib,14K,9,21,1
2222,LANGEBIO, ,AL/JL,HI93,UNISEM21A_681,x sib,HI93-044,x sib,14K,9,22,1
2223,LANGEBIO, ,AL/JL,HI73,UNISEM21A_597,x sib,HI73-204,x sib,14K,9,23,1
2224,LANGEBIO, ,AL/JL,HI79,UNISEM21A_16,x sib,HI79-014,x sib,14K,9,24,1
2225,LANGEBIO, ,AL/JL,HI73,UNISEM21A_417,x sib,HI73-035,x sib,14K,9,25,1
2226,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,10,25,50
2227,LANGEBIO, ,AL/JL,HI79,UNISEM21A_32,x sib,HI79-029,x sib,14K,10,24,2
2228,LANGEBIO, ,AL/JL,HI93,UNISEM21A_834,x sib,HI93-193,x sib,14K,10,23,1
2229,LANGEBIO, ,AL/JL,HI73,UNISEM21A_481,x sib,HI73-098,x sib,14K,10,22,1
2230,LANGEBIO, ,AL/JL,HI79,UNISEM21A_231,x sib,HI79-224,x sib,14K,10,21,2
2231,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1022,x sib,HI93-022,x sib,14K,10,20,1
2232,LANGEBIO, ,AL/JL,HI73,UNISEM21A_631,x sib,HI73-234,x sib,14K,10,19,1
2233,LANGEBIO, ,AL/JL,HI73,UNISEM21A_392,x sib,HI73-010,x sib,14K,10,18,1
2234,LANGEBIO, ,AL/JL,HI79,UNISEM21A_125,x sib,HI79-122,x sib,14K,10,17,2
2235,LANGEBIO, ,AL/JL,HI73,UNISEM21A_609,x sib,HI73-214,x sib,14K,10,16,2
2236,LANGEBIO, ,AL/JL,HI73,UNISEM21A_412,x sib,HI73-030,x sib,14K,10,15,2
2237,LANGEBIO, ,AL/JL,HI73,UNISEM21A_513,x sib,HI73-128,x sib,14K,10,14,2
2238,LANGEBIO, ,AL/JL,HI79,UNISEM21A_151,x sib,HI79-147,x sib,14K,10,13,1
2239,LANGEBIO, ,AL/JL,HI73,UNISEM21A_566,x sib,HI73-177,x sib,14K,10,12,2
2240,LANGEBIO, ,AL/JL,HI73,UNISEM21A_605,x sib,HI73-212,x sib,14K,10,11,1
2241,LANGEBIO, ,AL/JL,HI93,UNISEM21A_707,x sib,HI93-070,x sib,14K,10,10,2
2242,LANGEBIO, ,AL/JL,HI93,UNISEM21A_691,x sib,HI93-054,x sib,14K,10,9,2
2243,LANGEBIO, ,AL/JL,HI93,UNISEM21A_857,x sib,HI93-216,x sib,14K,10,8,2
2244,LANGEBIO, ,AL/JL,HI93,UNISEM21A_915,x sib,HI93-271,x sib,14K,10,7,2
2245,LANGEBIO, ,AL/JL,HI79,UNISEM21A_186,x sib,HI79-182,x sib,14K,10,6,2
2246,LANGEBIO, ,AL/JL,HI79,UNISEM21A_305,x sib,HI79-297,x sib,14K,10,5,1
2247,LANGEBIO, ,AL/JL,HI73,UNISEM21A_622,x sib,HI73-225,x sib,14K,10,4,2
2248,LANGEBIO, ,AL/JL,HI93,UNISEM21A_940,x sib,HI93-296,x sib,14K,10,3,2
2249,LANGEBIO, ,AL/JL,HI93,UNISEM21A_745,x sib,HI93-107,x sib,14K,10,2,1
2250,LANGEBIO, ,AL/JL,HI79,UNISEM21A_182,x sib,HI79-178,x sib,14K,10,1,1
