CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep
1251,LANGEBIO, ,AL/JL,HI79,UNISEM21A_287,x sib,HI79-279,x sib,14K,11,1,1
1252,LANGEBIO, ,AL/JL,HI93,UNISEM21A_682,x sib,HI93-045,x sib,14K,11,2,1
1253,LANGEBIO, ,AL/JL,HI79,UNISEM21A_170,x sib,HI79-166,x sib,14K,11,3,2
1254,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1036,x sib,HI93-036,x sib,14K,11,4,1
1255,LANGEBIO, ,AL/JL,HI73,UNISEM21A_504,x sib,HI73-120,x sib,14K,11,5,1
1256,LANGEBIO, ,AL/JL,HI93,UNISEM21A_688,x sib,HI93-051,x sib,14K,11,6,1
1257,LANGEBIO, ,AL/JL,HI93,UNISEM21A_979,x sib,HI93-334,x sib,14K,11,7,2
1258,LANGEBIO, ,AL/JL,HI73,UNISEM21A_451,x sib,HI73-069,x sib,14K,11,8,1
1259,LANGEBIO, ,AL/JL,HI93,UNISEM21A_946,x sib,HI93-302,x sib,14K,11,9,1
1260,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,11,10,50
1261,LANGEBIO, ,AL/JL,HI79,UNISEM21A_128,x sib,HI79-125,x sib,14K,11,11,1
1262,LANGEBIO, ,AL/JL,HI73,UNISEM21A_534,x sib,HI73-148,x sib,14K,11,12,1
1263,LANGEBIO, ,AL/JL,HI79,UNISEM21A_169,x sib,HI79-165,x sib,14K,11,13,2
1264,LANGEBIO, ,AL/JL,HI79,UNISEM21A_105,x sib,HI79-102,x sib,14K,11,14,1
1265,LANGEBIO, ,AL/JL,HI79,UNISEM21A_373,x sib,HI79-364,x sib,14K,11,15,1
1266,LANGEBIO, ,AL/JL,HI93,UNISEM21A_711,x sib,HI93-074,x sib,14K,11,16,1
1267,LANGEBIO, ,AL/JL,HI79,UNISEM21A_293,x sib,HI79-285,x sib,14K,11,17,1
1268,LANGEBIO, ,AL/JL,HI93,UNISEM21A_747,x sib,HI93-109,x sib,14K,11,18,1
1269,LANGEBIO, ,AL/JL,HI79,UNISEM21A_231,x sib,HI79-224,x sib,14K,11,19,2
1270,LANGEBIO, ,AL/JL,HI73,UNISEM21A_585,x sib,HI73-193,x sib,14K,11,20,1
1271,LANGEBIO, ,AL/JL,HI79,UNISEM21A_134,x sib,HI79-131,x sib,14K,11,21,1
1272,LANGEBIO, ,AL/JL,HI79,UNISEM21A_358,x sib,HI79-349,x sib,14K,11,22,1
1273,LANGEBIO, ,AL/JL,HI79,UNISEM21A_157,x sib,HI79-153,x sib,14K,11,23,2
1274,LANGEBIO, ,AL/JL,HI79,UNISEM21A_50,x sib,HI79-047,x sib,14K,11,24,1
1275,LANGEBIO, ,AL/JL,HI73,UNISEM21A_456,x sib,HI73-074,x sib,14K,11,25,1
1276,LANGEBIO, ,AL/JL,HI79,UNISEM21A_171,x sib,HI79-167,x sib,14K,12,25,2
1277,LANGEBIO, ,AL/JL,HI79,UNISEM21A_206,x sib,HI79-202,x sib,14K,12,24,1
1278,LANGEBIO, ,AL/JL,HI79,UNISEM21A_362,x sib,HI79-353,x sib,14K,12,23,1
1279,LANGEBIO, ,AL/JL,HI79,UNISEM21A_170,x sib,HI79-166,x sib,14K,12,22,2
1280,LANGEBIO, ,AL/JL,HI93,UNISEM21A_709,x sib,HI93-072,x sib,14K,12,21,2
1281,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1007,x sib,HI93-008,x sib,14K,12,20,2
1282,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1020,x sib,HI93-020,x sib,14K,12,19,1
1283,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1026,x sib,HI93-026,x sib,14K,12,18,2
1284,LANGEBIO, ,AL/JL,HI73,UNISEM21A_547,x sib,HI73-160,x sib,14K,12,17,2
1285,LANGEBIO, ,AL/JL,HI93,UNISEM21A_735,x sib,HI93-097,x sib,14K,12,16,1
1286,LANGEBIO, ,AL/JL,HI79,UNISEM21A_231,x sib,HI79-224,x sib,14K,12,15,2
1287,LANGEBIO, ,AL/JL,HI79,UNISEM21A_320,x sib,HI79-312,x sib,14K,12,14,1
1288,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,12,13,50
1289,LANGEBIO, ,AL/JL,HI79,UNISEM21A_131,x sib,HI79-128,x sib,14K,12,12,1
1290,LANGEBIO, ,AL/JL,HI79,UNISEM21A_127,x sib,HI79-124,x sib,14K,12,11,2
1291,LANGEBIO, ,AL/JL,HI79,UNISEM21A_315,x sib,HI79-307,x sib,14K,12,10,1
1292,LANGEBIO, ,AL/JL,HI93,UNISEM21A_796,x sib,HI93-157,x sib,14K,12,9,2
1293,LANGEBIO, ,AL/JL,HI93,UNISEM21A_799,x sib,HI93-159,x sib,14K,12,8,1
1294,LANGEBIO, ,AL/JL,HI93,UNISEM21A_996,x sib,HI93-350,x sib,14K,12,7,2
1295,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,12,6,50
1296,LANGEBIO, ,AL/JL,HI79,UNISEM21A_164,x sib,HI79-160,x sib,14K,12,5,2
1297,LANGEBIO, ,AL/JL,HI79,UNISEM21A_284,x sib,HI79-276,x sib,14K,12,4,1
1298,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,12,3,50
1299,LANGEBIO, ,AL/JL,HI73,UNISEM21A_634,x sib,HI73-237,x sib,14K,12,2,1
1300,LANGEBIO, ,AL/JL,HI93,UNISEM21A_871,x sib,HI93-230,x sib,14K,12,1,1
1301,LANGEBIO, ,AL/JL,HI93,UNISEM21A_964,x sib,HI93-320,x sib,14K,13,1,2
1302,LANGEBIO, ,AL/JL,HI79,UNISEM21A_165,x sib,HI79-161,x sib,14K,13,2,1
1303,LANGEBIO, ,AL/JL,HI79,UNISEM21A_382,x sib,HI79-373,x sib,14K,13,3,1
1304,LANGEBIO, ,AL/JL,HI93,UNISEM21A_758,x sib,HI93-120,x sib,14K,13,4,1
1305,LANGEBIO, ,AL/JL,HI93,UNISEM21A_936,x sib,HI93-292,x sib,14K,13,5,1
1306,LANGEBIO, ,AL/JL,HI79,UNISEM21A_368,x sib,HI79-359,x sib,14K,13,6,2
1307,LANGEBIO, ,AL/JL,HI73,UNISEM21A_501,x sib,HI73-117,x sib,14K,13,7,2
1308,LANGEBIO, ,AL/JL,HI79,UNISEM21A_270,x sib,HI79-262,x sib,14K,13,8,1
1309,LANGEBIO, ,AL/JL,HI93,UNISEM21A_969,x sib,HI93-325,x sib,14K,13,9,1
1310,LANGEBIO, ,AL/JL,HI73,UNISEM21A_468,x sib,HI73-086,x sib,14K,13,10,1
1311,LANGEBIO, ,AL/JL,HI79,UNISEM21A_351,x sib,HI79-342,x sib,14K,13,11,1
1312,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,13,12,50
1313,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,13,13,50
1314,LANGEBIO, ,AL/JL,HI73,UNISEM21A_438,x sib,HI73-056,x sib,14K,13,14,1
1315,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1006,x sib,HI93-007,x sib,14K,13,15,1
1316,LANGEBIO, ,AL/JL,HI73,UNISEM21A_614,x sib,HI73-218,x sib,14K,13,16,1
1317,LANGEBIO, ,AL/JL,HI79,UNISEM21A_246,x sib,HI79-239,x sib,14K,13,17,1
1318,LANGEBIO, ,AL/JL,HI79,UNISEM21A_111,x sib,HI79-108,x sib,14K,13,18,1
1319,LANGEBIO, ,AL/JL,HI73,UNISEM21A_584,x sib,HI73-192,x sib,14K,13,19,1
1320,LANGEBIO, ,AL/JL,HI93,UNISEM21A_775,x sib,HI93-137,x sib,14K,13,20,2
1321,LANGEBIO, ,AL/JL,HI73,UNISEM21A_488,x sib,HI73-105,x sib,14K,13,21,2
1322,LANGEBIO, ,AL/JL,HI93,UNISEM21A_972,x sib,HI93-327,x sib,14K,13,22,2
1323,LANGEBIO, ,AL/JL,HI73,UNISEM21A_513,x sib,HI73-128,x sib,14K,13,23,2
1324,LANGEBIO, ,AL/JL,HI73,UNISEM21A_446,x sib,HI73-064,x sib,14K,13,24,2
1325,LANGEBIO, ,AL/JL,HI79,UNISEM21A_239,x sib,HI79-232,x sib,14K,13,25,2
1326,LANGEBIO, ,AL/JL,HI79,UNISEM21A_323,x sib,HI79-315,x sib,14K,14,25,1
1327,LANGEBIO, ,AL/JL,HI79,UNISEM21A_328,x sib,HI79-320,x sib,14K,14,24,1
1328,LANGEBIO, ,AL/JL,HI79,UNISEM21A_95,x sib,HI79-092,x sib,14K,14,23,1
1329,LANGEBIO, ,AL/JL,HI73,UNISEM21A_640,x sib,HI73-243,x sib,14K,14,22,2
1330,LANGEBIO, ,AL/JL,HI79,UNISEM21A_17,x sib,HI79-015,x sib,14K,14,21,1
1331,LANGEBIO, ,AL/JL,HI73,UNISEM21A_623,x sib,HI73-226,x sib,14K,14,20,1
1332,LANGEBIO, ,AL/JL,HI93,UNISEM21A_960,x sib,HI93-316,x sib,14K,14,19,2
1333,LANGEBIO, ,AL/JL,HI93,UNISEM21A_723,x sib,HI93-085,x sib,14K,14,18,2
1334,LANGEBIO, ,AL/JL,HI79,UNISEM21A_118,x sib,HI79-115,x sib,14K,14,17,1
1335,LANGEBIO, ,AL/JL,HI79,UNISEM21A_199,x sib,HI79-195,x sib,14K,14,16,2
1336,LANGEBIO, ,AL/JL,HI73,UNISEM21A_436,x sib,HI73-054,x sib,14K,14,15,1
1337,LANGEBIO, ,AL/JL,HI93,UNISEM21A_833,x sib,HI93-192,x sib,14K,14,14,1
1338,LANGEBIO, ,AL/JL,HI73,UNISEM21A_635,x sib,HI73-238,x sib,14K,14,13,1
1339,LANGEBIO, ,AL/JL,HI73,UNISEM21A_628,x sib,HI73-231,x sib,14K,14,12,1
1340,LANGEBIO, ,AL/JL,HI79,UNISEM21A_271,x sib,HI79-263,x sib,14K,14,11,1
1341,LANGEBIO, ,AL/JL,HI73,UNISEM21A_514,x sib,HI73-129,x sib,14K,14,10,2
1342,LANGEBIO, ,AL/JL,HI93,UNISEM21A_870,x sib,HI93-229,x sib,14K,14,9,2
1343,LANGEBIO, ,AL/JL,HI93,UNISEM21A_734,x sib,HI93-096,x sib,14K,14,8,1
1344,LANGEBIO, ,AL/JL,HI73,UNISEM21A_588,x sib,HI73-196,x sib,14K,14,7,1
1345,LANGEBIO, ,AL/JL,HI79,UNISEM21A_66,x sib,HI79-063,x sib,14K,14,6,2
1346,LANGEBIO, ,AL/JL,HI93,UNISEM21A_940,x sib,HI93-296,x sib,14K,14,5,2
1347,LANGEBIO, ,AL/JL,HI73,UNISEM21A_427,x sib,HI73-045,x sib,14K,14,4,1
1348,LANGEBIO, ,AL/JL,HI79,UNISEM21A_25,x sib,HI79-022,x sib,14K,14,3,2
1349,LANGEBIO, ,AL/JL,HI79,UNISEM21A_202,x sib,HI79-198,x sib,14K,14,2,2
1350,LANGEBIO, ,AL/JL,HI79,UNISEM21A_63,x sib,HI79-060,x sib,14K,14,1,1
1351,LANGEBIO, ,AL/JL,HI73,UNISEM21A_470,x sib,HI73-088,x sib,14K,15,1,1
1352,LANGEBIO, ,AL/JL,HI73,UNISEM21A_524,x sib,HI73-138,x sib,14K,15,2,2
1353,LANGEBIO, ,AL/JL,HI79,UNISEM21A_15,x sib,HI79-013,x sib,14K,15,3,2
1354,LANGEBIO, ,AL/JL,HI79,UNISEM21A_309,x sib,HI79-301,x sib,14K,15,4,2
1355,LANGEBIO, ,AL/JL,HI79,UNISEM21A_1,x sib,HI79-001,x sib,14K,15,5,1
1356,LANGEBIO, ,AL/JL,HI93,UNISEM21A_962,x sib,HI93-318,x sib,14K,15,6,2
1357,LANGEBIO, ,AL/JL,HI79,UNISEM21A_88,x sib,HI79-085,x sib,14K,15,7,2
1358,LANGEBIO, ,AL/JL,HI79,UNISEM21A_188,x sib,HI79-184,x sib,14K,15,8,1
1359,LANGEBIO, ,AL/JL,HI73,UNISEM21A_467,x sib,HI73-085,x sib,14K,15,9,2
1360,LANGEBIO, ,AL/JL,HI93,UNISEM21A_681,x sib,HI93-044,x sib,14K,15,10,1
1361,LANGEBIO, ,AL/JL,HI93,UNISEM21A_769,x sib,HI93-131,x sib,14K,15,11,2
1362,LANGEBIO, ,AL/JL,HI73,UNISEM21A_505,x sib,HI73-121,x sib,14K,15,12,2
1363,LANGEBIO, ,AL/JL,HI73,UNISEM21A_600,x sib,HI73-207,x sib,14K,15,13,1
1364,LANGEBIO, ,AL/JL,HI73,UNISEM21A_560,x sib,HI73-173,x sib,14K,15,14,2
1365,LANGEBIO, ,AL/JL,HI93,UNISEM21A_745,x sib,HI93-107,x sib,14K,15,15,1
1366,LANGEBIO, ,AL/JL,HI79,UNISEM21A_44,x sib,HI79-041,x sib,14K,15,16,1
1367,LANGEBIO, ,AL/JL,HI79,UNISEM21A_347,x sib,HI79-339,x sib,14K,15,17,1
1368,LANGEBIO, ,AL/JL,HI79,UNISEM21A_124,x sib,HI79-121,x sib,14K,15,18,1
1369,LANGEBIO, ,AL/JL,HI73,UNISEM21A_619,x sib,HI73-222,x sib,14K,15,19,2
1370,LANGEBIO, ,AL/JL,HI93,UNISEM21A_923,x sib,HI93-279,x sib,14K,15,20,2
1371,LANGEBIO, ,AL/JL,HI93,UNISEM21A_971,x sib,HI93-326,x sib,14K,15,21,1
1372,LANGEBIO, ,AL/JL,HI79,UNISEM21A_49,x sib,HI79-046,x sib,14K,15,22,2
1373,LANGEBIO, ,AL/JL,HI79,UNISEM21A_2,x sib,HI79-002,x sib,14K,15,23,1
1374,LANGEBIO, ,AL/JL,HI79,UNISEM21A_21,x sib,HI79-019,x sib,14K,15,24,2
1375,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,15,25,50
1376,LANGEBIO, ,AL/JL,HI79,UNISEM21A_135,x sib,HI79-132,x sib,14K,16,25,1
1377,LANGEBIO, ,AL/JL,HI73,UNISEM21A_414,x sib,HI73-032,x sib,14K,16,24,1
1378,LANGEBIO, ,AL/JL,HI93,UNISEM21A_810,x sib,HI93-169,x sib,14K,16,23,1
1379,LANGEBIO, ,AL/JL,HI73,UNISEM21A_401,x sib,HI73-019,x sib,14K,16,22,1
1380,LANGEBIO, ,AL/JL,HI79,UNISEM21A_372,x sib,HI79-363,x sib,14K,16,21,1
1381,LANGEBIO, ,AL/JL,HI93,UNISEM21A_947,x sib,HI93-303,x sib,14K,16,20,1
1382,LANGEBIO, ,AL/JL,HI93,UNISEM21A_962,x sib,HI93-318,x sib,14K,16,19,2
1383,LANGEBIO, ,AL/JL,HI73,UNISEM21A_429,x sib,HI73-047,x sib,14K,16,18,1
1384,LANGEBIO, ,AL/JL,HI79,UNISEM21A_132,x sib,HI79-129,x sib,14K,16,17,2
1385,LANGEBIO, ,AL/JL,HI93,UNISEM21A_981,x sib,HI93-336,x sib,14K,16,16,1
1386,LANGEBIO, ,AL/JL,HI79,UNISEM21A_368,x sib,HI79-359,x sib,14K,16,15,2
1387,LANGEBIO, ,AL/JL,HI73,UNISEM21A_407,x sib,HI73-025,x sib,14K,16,14,2
1388,LANGEBIO, ,AL/JL,HI73,UNISEM21A_645,x sib,HI73-248,x sib,14K,16,13,1
1389,LANGEBIO, ,AL/JL,HI79,UNISEM21A_122,x sib,HI79-119,x sib,14K,16,12,2
1390,LANGEBIO, ,AL/JL,HI93,UNISEM21A_996,x sib,HI93-350,x sib,14K,16,11,2
1391,LANGEBIO, ,AL/JL,HI79,UNISEM21A_303,x sib,HI79-295,x sib,14K,16,10,1
1392,LANGEBIO, ,AL/JL,HI73,UNISEM21A_443,x sib,HI73-061,x sib,14K,16,9,1
1393,LANGEBIO, ,AL/JL,HI93,UNISEM21A_855,x sib,HI93-214,x sib,14K,16,8,2
1394,LANGEBIO, ,AL/JL,HI79,UNISEM21A_119,x sib,HI79-116,x sib,14K,16,7,2
1395,LANGEBIO, ,AL/JL,HI93,UNISEM21A_829,x sib,HI93-188,x sib,14K,16,6,1
1396,LANGEBIO, ,AL/JL,HI93,UNISEM21A_839,x sib,HI93-198,x sib,14K,16,5,1
1397,LANGEBIO, ,AL/JL,HI73,UNISEM21A_636,x sib,HI73-239,x sib,14K,16,4,1
1398,LANGEBIO, ,AL/JL,HI79,UNISEM21A_273,x sib,HI79-265,x sib,14K,16,3,1
1399,LANGEBIO, ,AL/JL,HI79,UNISEM21A_174,x sib,HI79-170,x sib,14K,16,2,1
1400,LANGEBIO, ,AL/JL,HI79,UNISEM21A_94,x sib,HI79-091,x sib,14K,16,1,1
1401,LANGEBIO, ,AL/JL,HI79,UNISEM21A_330,x sib,HI79-322,x sib,14K,17,1,1
1402,LANGEBIO, ,AL/JL,HI73,UNISEM21A_609,x sib,HI73-214,x sib,14K,17,2,2
1403,LANGEBIO, ,AL/JL,HI93,UNISEM21A_757,x sib,HI93-119,x sib,14K,17,3,2
1404,LANGEBIO, ,AL/JL,HI79,UNISEM21A_352,x sib,HI79-343,x sib,14K,17,4,1
1405,LANGEBIO, ,AL/JL,HI73,UNISEM21A_555,x sib,HI73-168,x sib,14K,17,5,2
1406,LANGEBIO, ,AL/JL,HI73,UNISEM21A_669,x sib,HI73-271,x sib,14K,17,6,1
1407,LANGEBIO, ,AL/JL,HI93,UNISEM21A_998,x sib,HI93-351,x sib,14K,17,7,2
1408,LANGEBIO, ,AL/JL,HI93,UNISEM21A_932,x sib,HI93-288,x sib,14K,17,8,1
1409,LANGEBIO, ,AL/JL,HI73,UNISEM21A_424,x sib,HI73-042,x sib,14K,17,9,2
1410,LANGEBIO, ,AL/JL,HI79,UNISEM21A_71,x sib,HI79-068,x sib,14K,17,10,1
1411,LANGEBIO, ,AL/JL,HI79,UNISEM21A_281,x sib,HI79-273,x sib,14K,17,11,1
1412,LANGEBIO, ,AL/JL,HI73,UNISEM21A_393,x sib,HI73-011,x sib,14K,17,12,2
1413,LANGEBIO, ,AL/JL,HI73,UNISEM21A_555,x sib,HI73-168,x sib,14K,17,13,2
1414,LANGEBIO, ,AL/JL,HI93,UNISEM21A_739,x sib,HI93-101,x sib,14K,17,14,2
1415,LANGEBIO, ,AL/JL,HI73,UNISEM21A_489,x sib,HI73-106,x sib,14K,17,15,2
1416,LANGEBIO, ,AL/JL,HI93,UNISEM21A_707,x sib,HI93-070,x sib,14K,17,16,2
1417,LANGEBIO, ,AL/JL,HI79,UNISEM21A_43,x sib,HI79-040,x sib,14K,17,17,1
1418,LANGEBIO, ,AL/JL,HI73,UNISEM21A_561,x sib,HI73-174,x sib,14K,17,18,1
1419,LANGEBIO, ,AL/JL,HI73,UNISEM21A_510,x sib,HI73-126,x sib,14K,17,19,1
1420,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,17,20,50
1421,LANGEBIO, ,AL/JL,HI73,UNISEM21A_480,x sib,HI73-097,x sib,14K,17,21,1
1422,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1008,x sib,HI93-009,x sib,14K,17,22,1
1423,LANGEBIO, ,AL/JL,HI73,UNISEM21A_426,x sib,HI73-044,x sib,14K,17,23,2
1424,LANGEBIO, ,AL/JL,HI93,UNISEM21A_988,x sib,HI93-342,x sib,14K,17,24,1
1425,LANGEBIO, ,AL/JL,HI93,UNISEM21A_959,x sib,HI93-315,x sib,14K,17,25,1
1426,LANGEBIO, ,AL/JL,HI79,UNISEM21A_160,x sib,HI79-156,x sib,14K,18,25,1
1427,LANGEBIO, ,AL/JL,HI79,UNISEM21A_369,x sib,HI79-360,x sib,14K,18,24,2
1428,LANGEBIO, ,AL/JL,HI79,UNISEM21A_37,x sib,HI79-034,x sib,14K,18,23,2
1429,LANGEBIO, ,AL/JL,HI93,UNISEM21A_878,x sib,HI93-237,x sib,14K,18,22,1
1430,LANGEBIO, ,AL/JL,HI73,UNISEM21A_587,x sib,HI73-195,x sib,14K,18,21,2
1431,LANGEBIO, ,AL/JL,HI73,UNISEM21A_533,x sib,HI73-147,x sib,14K,18,20,2
1432,LANGEBIO, ,AL/JL,HI73,UNISEM21A_514,x sib,HI73-129,x sib,14K,18,19,2
1433,LANGEBIO, ,AL/JL,HI79,UNISEM21A_48,x sib,HI79-045,x sib,14K,18,18,2
1434,LANGEBIO, ,AL/JL,HI93,UNISEM21A_820,x sib,HI93-179,x sib,14K,18,17,2
1435,LANGEBIO, ,AL/JL,HI73,UNISEM21A_452,x sib,HI73-070,x sib,14K,18,16,1
1436,LANGEBIO, ,AL/JL,HI73,UNISEM21A_398,x sib,HI73-016,x sib,14K,18,15,2
1437,LANGEBIO, ,AL/JL,HI79,UNISEM21A_219,x sib,HI79-215,x sib,14K,18,14,1
1438,LANGEBIO, ,AL/JL,HI93,UNISEM21A_722,x sib,HI93-084,x sib,14K,18,13,1
1439,LANGEBIO, ,AL/JL,HI79,UNISEM21A_29,x sib,HI79-026,x sib,14K,18,12,2
1440,LANGEBIO, ,AL/JL,HI93,UNISEM21A_834,x sib,HI93-193,x sib,14K,18,11,1
1441,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1030,x sib,HI93-030,x sib,14K,18,10,2
1442,LANGEBIO, ,AL/JL,HI73,UNISEM21A_535,x sib,HI73-149,x sib,14K,18,9,1
1443,LANGEBIO, ,AL/JL,HI93,UNISEM21A_697,x sib,HI93-060,x sib,14K,18,8,1
1444,LANGEBIO, ,AL/JL,HI73,UNISEM21A_431,x sib,HI73-049,x sib,14K,18,7,1
1445,LANGEBIO, ,AL/JL,HI79,UNISEM21A_230,x sib,HI79-223,x sib,14K,18,6,2
1446,LANGEBIO, ,AL/JL,HI73,UNISEM21A_478,x sib,HI73-095,x sib,14K,18,5,2
1447,LANGEBIO, ,AL/JL,HI73,UNISEM21A_552,x sib,HI73-165,x sib,14K,18,4,1
1448,LANGEBIO, ,AL/JL,HI79,UNISEM21A_226,x sib,HI79-220,x sib,14K,18,3,1
1449,LANGEBIO, ,AL/JL,HI79,UNISEM21A_205,x sib,HI79-201,x sib,14K,18,2,2
1450,LANGEBIO, ,AL/JL,HI93,UNISEM21A_845,x sib,HI93-204,x sib,14K,18,1,1
1451,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,19,1,50
1452,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,19,2,50
1453,LANGEBIO, ,AL/JL,HI79,UNISEM21A_67,x sib,HI79-064,x sib,14K,19,3,1
1454,LANGEBIO, ,AL/JL,HI79,UNISEM21A_214,x sib,HI79-210,x sib,14K,19,4,2
1455,LANGEBIO, ,AL/JL,HI93,UNISEM21A_951,x sib,HI93-307,x sib,14K,19,5,1
1456,LANGEBIO, ,AL/JL,HI73,UNISEM21A_499,x sib,HI73-116,x sib,14K,19,6,1
1457,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1000,x sib,HI93-001,x sib,14K,19,7,1
1458,LANGEBIO, ,AL/JL,HI73,UNISEM21A_524,x sib,HI73-138,x sib,14K,19,8,2
1459,LANGEBIO, ,AL/JL,HI79,UNISEM21A_365,x sib,HI79-356,x sib,14K,19,9,2
1460,LANGEBIO, ,AL/JL,HI93,UNISEM21A_978,x sib,HI93-333,x sib,14K,19,10,1
1461,LANGEBIO, ,AL/JL,HI73,UNISEM21A_413,x sib,HI73-031,x sib,14K,19,11,1
1462,LANGEBIO, ,AL/JL,HI93,UNISEM21A_876,x sib,HI93-235,x sib,14K,19,12,2
1463,LANGEBIO, ,AL/JL,HI79,UNISEM21A_319,x sib,HI79-311,x sib,14K,19,13,1
1464,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1022,x sib,HI93-022,x sib,14K,19,14,1
1465,LANGEBIO, ,AL/JL,HI93,UNISEM21A_973,x sib,HI93-328,x sib,14K,19,15,1
1466,LANGEBIO, ,AL/JL,HI93,UNISEM21A_826,x sib,HI93-185,x sib,14K,19,16,1
1467,LANGEBIO, ,AL/JL,HI73,UNISEM21A_475,x sib,HI73-093,x sib,14K,19,17,2
1468,LANGEBIO, ,AL/JL,HI79,UNISEM21A_140,x sib,HI79-136,x sib,14K,19,18,2
1469,LANGEBIO, ,AL/JL,HI93,UNISEM21A_831,x sib,HI93-190,x sib,14K,19,19,2
1470,LANGEBIO, ,AL/JL,HI79,UNISEM21A_302,x sib,HI79-294,x sib,14K,19,20,1
1471,LANGEBIO, ,AL/JL,HI93,UNISEM21A_859,x sib,HI93-218,x sib,14K,19,21,2
1472,LANGEBIO, ,AL/JL,HI73,UNISEM21A_492,x sib,HI73-109,x sib,14K,19,22,1
1473,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,19,23,50
1474,LANGEBIO, ,AL/JL,HI79,UNISEM21A_108,x sib,HI79-105,x sib,14K,19,24,1
1475,LANGEBIO, ,AL/JL,HI79,UNISEM21A_253,x sib,HI79-245,x sib,14K,19,25,2
1476,LANGEBIO, ,AL/JL,HI79,UNISEM21A_32,x sib,HI79-029,x sib,14K,20,25,2
1477,LANGEBIO, ,AL/JL,HI79,UNISEM21A_24,x sib,HI79-021,x sib,14K,20,24,1
1478,LANGEBIO, ,AL/JL,HI93,UNISEM21A_766,x sib,HI93-128,x sib,14K,20,23,2
1479,LANGEBIO, ,AL/JL,HI79,UNISEM21A_27,x sib,HI79-024,x sib,14K,20,22,2
1480,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,20,21,50
1481,LANGEBIO, ,AL/JL,HI79,UNISEM21A_103,x sib,HI79-100,x sib,14K,20,20,1
1482,LANGEBIO, ,AL/JL,HI93,UNISEM21A_691,x sib,HI93-054,x sib,14K,20,19,2
1483,LANGEBIO, ,AL/JL,HI73,UNISEM21A_652,x sib,HI73-255,x sib,14K,20,18,2
1484,LANGEBIO, ,AL/JL,HI79,UNISEM21A_180,x sib,HI79-176,x sib,14K,20,17,1
1485,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,20,16,50
1486,LANGEBIO, ,AL/JL,HI73,UNISEM21A_622,x sib,HI73-225,x sib,14K,20,15,2
1487,LANGEBIO, ,AL/JL,HI79,UNISEM21A_7,x sib,HI79-007,x sib,14K,20,14,1
1488,LANGEBIO, ,AL/JL,HI93,UNISEM21A_835,x sib,HI93-194,x sib,14K,20,13,2
1489,LANGEBIO, ,AL/JL,HI79,UNISEM21A_356,x sib,HI79-347,x sib,14K,20,12,1
1490,LANGEBIO, ,AL/JL,HI73,UNISEM21A_491,x sib,HI73-108,x sib,14K,20,11,1
1491,LANGEBIO, ,AL/JL,HI79,UNISEM21A_243,x sib,HI79-236,x sib,14K,20,10,1
1492,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,20,9,50
1493,LANGEBIO, ,AL/JL,HI73,UNISEM21A_547,x sib,HI73-160,x sib,14K,20,8,2
1494,LANGEBIO, ,AL/JL,HI73,UNISEM21A_394,x sib,HI73-012,x sib,14K,20,7,2
1495,LANGEBIO, ,AL/JL,HI73,UNISEM21A_472,x sib,HI73-090,x sib,14K,20,6,2
1496,LANGEBIO, ,AL/JL,HI79,UNISEM21A_143,x sib,HI79-139,x sib,14K,20,5,1
1497,LANGEBIO, ,AL/JL,HI79,UNISEM21A_35,x sib,HI79-032,x sib,14K,20,4,1
1498,LANGEBIO, ,AL/JL,HI73,UNISEM21A_388,x sib,HI73-006,x sib,14K,20,3,1
1499,LANGEBIO, ,AL/JL,HI73,UNISEM21A_475,x sib,HI73-093,x sib,14K,20,2,2
1500,LANGEBIO, ,AL/JL,HI79,UNISEM21A_97,x sib,HI79-094,x sib,14K,20,1,1
